x,y,z,pitch,roll,yaw
6065.69043,-3531.24341,-136.299561,0.0,0.0,3.14159249
5851.13477,-3579.65112,-26.2995605,0.0,0.0,-1.81533636e-07
5849.6123,-3571.99707,-26.2995605,0.0,0.0,3.14159248
5327.32861,-3560.51611,-146.299561,0.0,0.0,-2.74889374
5213.50195,-3569.75464,-196.299561,0.0,0.0,-1.96349559
5182.01562,-5094.98535,-66.2995605,0.0,0.0,0.785398204
5418.1543,-5094.01904,-106.299561,0.0,0.0,-0.392699106
7431.69238,-3548.28174,-16.2995605,0.0,0.0,1.71626873e-08
7591.15918,-3511.89673,-6.29956055,0.0,0.0,-1.57079629
7567.5293,-3576.26245,-6.29956055,0.0,0.0,2.35619464
7589.03857,-3565.42676,-6.29956055,0.0,0.0,0.392698907
7696.75488,-3553.9458,-6.29956055,0.0,0.0,-1.81533636e-07
7667.57861,-3497.81396,-6.29956055,0.0,0.0,-1.71626873e-08
7706.81543,-3502.4646,-6.29956055,0.0,0.0,-1.71626873e-08
7846.81543,-3512.4646,-6.29956055,0.0,0.0,-1.57079629
7861.38232,-3635.42554,-6.29956055,0.0,0.0,-3.14159254
7851.38232,-3485.42554,-6.29956055,0.0,0.0,-1.57079629
7891.38232,-3565.42554,-6.29956055,0.0,0.0,-3.14159251
7756.57227,-3528.00269,-16.2995605,0.0,0.0,-1.57079629
6389.18164,-4162.23877,-36.2995872,0.0,0.0,2.42603484e-08
6379.18164062,-4162.23876953,-30.29958725,0.0,0.0,0.0
6462.44678,-4218.44336,-2.29958773,0.0,0.0,-3.14159251
6332.44678,-4198.44336,-2.29958725,0.0,0.0,-1.57079629
6252.44678,-4218.44336,-12.2995872,0.0,0.0,1.57079646
6232.81299,-3965.66553,-42.2995834,0.0,0.0,-1.17809727
6385.14551,-3934.34961,-22.2995815,0.0,0.0,-2.74889343
6203.73926,-3929.20044,-12.2995663,0.0,0.0,-0.392698939
6229.15283,-4223.13818,-12.2995644,0.0,0.0,-0.785398204
5215.79248047,-3576.37768555,-249.55155945,0.0,0.0,0.0
5323.49560547,-3563.47802734,-96.91988373,0.0,0.0,0.0
5787.54248047,-3570.53466797,-184.9806366,0.0,0.0,0.0
5787.54248047,-3570.53466797,-184.9806366,0.0,0.0,0.0
5852.96094,-3624.32275,-134.980621,0.0,0.0,2.35619464
5787.15039,-3563.92554,-204.980621,0.0,0.0,2.35619464
5749.13672,-3630.6853,-124.980621,0.0,0.0,0.785398204
5822.96973,-3597.48047,-24.9806118,0.0,0.0,2.35619436
5806.73047,-3629.02271,-44.9806137,0.0,0.0,1.57079629
5786.73047,-3569.02271,-234.980621,0.0,0.0,3.14159254
5790.41992,-3569.83862,-214.980621,0.0,0.0,2.35619436
5857.88623,-3630.28833,-94.9806213,0.0,0.0,2.35619432
5647.40479,-3594.34814,-94.9806213,0.0,0.0,2.42603484e-08
5801.42725,-3605.03271,-14.9806099,0.0,0.0,1.57079646
5730.5293,-3691.34082,-74.9806061,0.0,0.0,1.1780974
5807.51367,-3585.24316,-54.9806061,0.0,0.0,2.35619464
5774.89355,-3621.17993,-44.9806061,0.0,0.0,1.17809743
5787.25293,-3563.51831,-224.980606,0.0,0.0,-3.14159249
5778.71289,-3564.23584,-194.980606,0.0,0.0,1.57079646
5817.81494,-3586.40332,-24.9806023,0.0,0.0,1.96349559
5807.3623,-3603.78931,-74.9805984,0.0,0.0,-3.14159254
5816.40869,-3559.33057,-44.9805984,0.0,0.0,-2.74889337
5747.98535,-3632.08618,-94.9805832,0.0,0.0,1.1780974
5722.86914,-3632.08423,-14.9805775,0.0,0.0,0.785398347
5832.99072,-3474.0708,-24.9805756,0.0,0.0,1.17809743
5787.13477,-3572.56738,-234.98056,0.0,0.0,-2.35619432
5786.44043,-3567.15283,-214.980545,0.0,0.0,2.35619464
5788.09912,-3561.54272,-214.980545,0.0,0.0,2.35619468
5785.23096,-3568.52271,-204.980545,0.0,0.0,-2.74889337
5831.43359,-3589.16772,-84.980545,0.0,0.0,2.74889374
5754.70801,-3487.85742,-24.9805412,0.0,0.0,-1.17809727
5773.92969,-3615.13208,-84.980545,0.0,0.0,1.17809743
5825.78857,-3577.16187,-64.980545,0.0,0.0,1.96349555
5787.54248047,-3570.53466797,-184.9806366,0.0,0.0,0.0
5787.54248047,-3570.53466797,-294.98062134,0.0,0.0,0.0
5787.54248,-3570.53467,-184.980637,0.0,0.0,-1.17809727
5785.91357,-3472.85986,-104.980614,0.0,0.0,-1.57079629
5812.00439,-3623.83057,-64.9806137,0.0,0.0,2.3561944
5795.95801,-3625.92212,-14.9806108,0.0,0.0,1.57079629
5790.40918,-3495.12769,-34.9806099,0.0,0.0,-0.392699106
5693.56982,-3575.15332,-184.980606,0.0,0.0,1.81533636e-07
5838.2207,-3592.0459,-94.9805832,0.0,0.0,2.74889374
5838.84229,-3490.55396,-34.9805756,0.0,0.0,-2.35619436
5790.04004,-3559.61768,-244.98056,0.0,0.0,-1.17809727
5751.0542,-3551.54395,-144.980545,0.0,0.0,-0.392699075
5854.20312,-3565.9856,-94.980545,0.0,0.0,-3.14159254
5775.8501,-3608.96436,-134.980545,0.0,0.0,0.392699263
5716.99854,-3461.02734,-4.98054028,0.0,0.0,-1.17809727
5686.80664,-3580.90112,-4.98054028,0.0,0.0,-7.19430782e-09
5780.91309,-3568.32715,-214.980545,0.0,0.0,-0.785398165
5786.396,-3569.4978,-244.980545,0.0,0.0,-1.57079629
5783.35107,-3484.19019,-114.980545,0.0,0.0,-1.57079629
5723.83789,-3492.98267,-4.98054028,0.0,0.0,-0.785398204
5785.69678,-3638.60498,-14.9805403,0.0,0.0,2.3561944
5753.34131,-3521.74707,-4.98054028,0.0,0.0,-1.17809727
5842.60352,-3579.34521,-74.980545,0.0,0.0,-1.96349536
5732.60352,-3579.34521,-124.980545,0.0,0.0,0.392699263
6334.09570312,-4213.81542969,-43.30143356,0.0,0.0,0.0
6344.0957,-4213.81543,-63.3014297,0.0,0.0,-0.785398133
6329.95312,-4199.67285,-3.30142784,0.0,0.0,-1.17809727
6326.12549,-4190.43408,-3.30142784,0.0,0.0,-1.96349536
6278.12354,-4178.45898,-13.3014278,0.0,0.0,-1.57079646
6333.48047,-4161.87402,-13.3014278,0.0,0.0,0.785398133
6382.97852,-4112.37451,-113.301422,0.0,0.0,1.17809727
6334.09570312,-4213.81542969,-53.30143356,0.0,0.0,0.0
6344.09570312,-4223.81542969,-33.30142975,0.0,0.0,0.0
6374.0957,-4223.81543,-3.30142879,0.0,0.0,-1.57079629
6347.20312,-4201.51123,-3.30142879,0.0,0.0,-3.14159249
6230.31055,-4196.16211,-3.30142879,0.0,0.0,-2.42603484e-08
6334.0957,-4213.81543,-63.3014336,0.0,0.0,1.71626873e-08
6374.0957,-4223.81543,-3.30143118,0.0,0.0,-1.57079629
6334.0957,-4223.81543,-23.3014297,0.0,0.0,-3.14159254
6374.0957,-4223.81543,-3.30142879,0.0,0.0,1.57079646
6354.0957,-4203.81543,-63.3014297,0.0,0.0,1.81533636e-07
6334.0957,-4203.81543,-123.301422,0.0,0.0,1.81533636e-07
6447.35986,-4177.61084,-13.3014107,0.0,0.0,-3.14159249
6244.21094,-4204.39746,-3.30141044,0.0,0.0,-3.14159243
6324.0957,-4213.81543,-43.3014336,0.0,0.0,-2.7488934
6319.37061,-4220.88672,-53.3014297,0.0,0.0,-1.17809727
6239.03418,-4198.85596,-3.30142784,0.0,0.0,-0.392698939
6336.00977,-4178.96094,-13.3014278,0.0,0.0,-1.57079629
6273.50537,-4208.99219,-13.3014278,0.0,0.0,-2.74889345
6485.08984,-4186.68799,-3.30142784,0.0,0.0,-3.14159254
6321.82471,-4187.58594,-83.3014221,0.0,0.0,2.74889376
6405.96729,-4221.72852,-23.3014107,0.0,0.0,-2.42603484e-08
6386.72852,-4217.90186,-103.301407,0.0,0.0,-1.57079646
6386.72852,-4207.90186,-93.301384,0.0,0.0,-1.57079646
6462.14062,-4184.83643,-3.30137777,0.0,0.0,-2.74889374
6427.35303,-4209.24463,-13.3013783,0.0,0.0,-1.96349555
6399.44434,-4223.70312,-23.3013783,0.0,0.0,-0.785398347
6383.21289,-4216.94775,-33.3013763,0.0,0.0,-1.57079629
6448.82422,-4199.36816,-33.3013763,0.0,0.0,-2.3561944
6265.75879,-4193.95605,-3.30137634,0.0,0.0,-2.42603484e-08
6419.97607,-4215.16992,-163.301376,0.0,0.0,-2.3561944
6380.53467,-4183.04443,-23.3013763,0.0,0.0,-1.17809713
6433.80859,-4233.38037,-3.30137634,0.0,0.0,2.74889374
6364.25244,-4221.28662,-13.3013763,0.0,0.0,-2.42603484e-08
6408.42285,-4226.83545,-43.3013763,0.0,0.0,-1.17809727
6406.90039,-4209.18213,-3.30137634,0.0,0.0,-1.57079629
6406.90039,-4219.18213,-83.3013763,0.0,0.0,-1.57079629
6441.04297,-4185.03955,-3.30137634,0.0,0.0,-2.35619436
6335.29346,-4182.29004,-3.30137634,0.0,0.0,-0.392699106
6404.55225,-4186.01123,-23.3013763,0.0,0.0,-1.57079629
6394.55225,-4226.01123,-83.3013763,0.0,0.0,-1.57079629
6499.90869,-4150.65479,-3.30137634,0.0,0.0,-2.3561944
6413.4541,-4215.46045,-33.3013763,0.0,0.0,-2.7488934
6421.97363,-4177.74414,-33.3013763,0.0,0.0,-1.57079629
6361.97363,-4197.74414,-13.3013763,0.0,0.0,-0.785398204
6399.14844,-4113.69727,-113.301376,0.0,0.0,1.57079646
6399.14844,-4113.69727,-203.301361,0.0,0.0,1.57079646
6399.14844,-4173.69727,-13.3013439,0.0,0.0,1.57079646
6434.32422,-4041.31128,-23.301342,0.0,0.0,-2.35619432
6356.48291,-4098.71094,-63.301342,0.0,0.0,1.81533636e-07
6391.78857,-4105.66602,-103.301346,0.0,0.0,1.42981307e-07
6391.78857,-4185.66602,-73.3013458,0.0,0.0,1.57079646
6465.81494,-4089.14429,-33.3013458,0.0,0.0,-2.7488934
6392.1875,-4104.88574,-113.301346,0.0,0.0,1.96349559
6316.68799,-4157.80273,-3.30134082,0.0,0.0,0.392699263
6380.92285,-4103.73389,-143.301346,0.0,0.0,-1.17809713
6390.16162,-4087.56055,-123.301346,0.0,0.0,-0.392699106
6351.46973,-4105.02295,-3.30134082,0.0,0.0,1.81533636e-07
6422.59229,-4084.94458,-33.301342,0.0,0.0,-2.7488934
7484.7998,-3537.8999,-113.367271,0.0,0.0,2.42603484e-08
7464.97852,-3577.2749,-3.36726189,0.0,0.0,-2.42603484e-08
7483.45605,-3569.62109,-33.36726,0.0,0.0,0.785398165
7442.2417,-3600.83325,-3.36725879,0.0,0.0,0.785398204
7470.52686,-3596.69019,-3.36725879,0.0,0.0,1.57079629
7452.29053,-3524.18579,-33.36726,0.0,0.0,-0.785398165
7481.66602,-3555.18677,-53.36726,0.0,0.0,2.42603484e-08
7481.66602,-3570.49438,-53.36726,0.0,0.0,0.392699075
7491.42969,-3591.52783,-23.36726,0.0,0.0,2.3561944
7439.43311,-3557.56299,-3.36725879,0.0,0.0,0.785398133
7481.9917,-3534.49561,-143.367264,0.0,0.0,-0.392699075
7489.06299,-3541.56616,-153.367264,0.0,0.0,-0.785398133
7538.31982422,-3530.52026367,-104.50296021,0.0,0.0,0.0
7545.39111,-3507.59082,-84.5029449,0.0,0.0,-1.17809727
7479.97852,-3422.17896,-4.50294304,0.0,0.0,-1.57079629
7603.94043,-3482.80249,-34.5029411,0.0,0.0,-2.74889345
7548.50732,-3501.62109,-4.50293541,0.0,0.0,-0.785398204
7645.34229,-3383.9812,-24.5029335,0.0,0.0,-1.57079629
7549.75537,-3417.02466,-144.50293,0.0,0.0,-1.17809727
7743.98486,-3463.9812,-124.50293,0.0,0.0,-2.35619436
7595.3623,-3562.57935,-104.50293,0.0,0.0,-1.57079629
7793.64746,-3494.29492,-194.50293,0.0,0.0,-2.3561944
7543.56543,-3555.198,-154.50293,0.0,0.0,-2.7488934
7665.88818,-3522.89282,-144.50293,0.0,0.0,0.785398165
7646.20312,-3527.7959,-114.50293,0.0,0.0,-2.74889374
7549.79785,-3562.80396,-2.02960205,0.0,0.0,2.3561944
7499.77686,-3552.69971,-2.02960205,0.0,0.0,0.392699065
7586.73193,-3547.39209,-122.029587,0.0,0.0,2.3561944
7535.94971,-3561.93848,-142.029587,0.0,0.0,-1.57079646
7505.94971,-3561.93848,-22.029583,0.0,0.0,-1.57079646
7535.94971,-3561.93848,-102.029587,0.0,0.0,0.785398204
7488.06982,-3491.58643,-2.02958202,0.0,0.0,-1.17809743
7592.58984,-3534.8811,-2.02958202,0.0,0.0,0.392698907
7609.32422,-3561.08545,-202.029587,0.0,0.0,-0.785398347
7609.85938,-3553.20679,-212.029587,0.0,0.0,-1.57079646
7592.49805,-3529.99146,-2.02958202,0.0,0.0,-1.57079629
7555.8916,-3563.61206,-122.029587,0.0,0.0,2.74889343
7550.47803,-3550.54614,-162.029587,0.0,0.0,2.74889343
7673.54346,-3537.48022,-2.02958202,0.0,0.0,-3.14159251
7621.96240234,-3529.53222656,-137.98765564,0.0,0.0,0.0
7661.96240234,-3529.53222656,-132.98765564,0.0,0.0,0.0
7631.9624,-3449.53223,-52.9876556,0.0,0.0,-1.17809727
7752.57373,-3424.30615,-2.98765564,0.0,0.0,-1.57079629
7694.83789,-3513.68652,-2.98765564,0.0,0.0,-1.96349536
7720.96729,-3549.81738,-122.987656,0.0,0.0,-1.57079629
7767.98877,-3456.68481,-32.9876556,0.0,0.0,-2.3561944
7823.9292,-3573.44092,-162.987656,0.0,0.0,-3.14159254
7828.47314,-3616.4436,-2.98765564,0.0,0.0,-2.42603484e-08
6589.18164,-4182.23877,-16.2995872,0.0,0.0,3.14159254
6466.28223,-4321.81348,-6.29958725,0.0,0.0,1.57079629
6435.86914,-4194.44824,-6.29958725,0.0,0.0,0.0
6436.31543,-4141.06738,-6.29958105,0.0,0.0,1.96349555
6265.44971,-4095.14673,-316.299561,0.0,0.0,2.7488934
6296.06104,-3981.23584,-316.299561,0.0,0.0,-2.74889374
6205.27002,-4039.54956,-746.2995,0.0,0.0,-2.74889374
5921.771,-3906.36084,-16.2993908,0.0,0.0,1.71626873e-08
5983.56543,-3866.08643,-36.2993889,0.0,0.0,-0.392699065
6345.35352,-4125.8916,-66.2993927,0.0,0.0,2.74889371
5900.02686,-3662.82422,-46.2993889,0.0,0.0,3.14159251
5784.22998,-3461.71973,-206.299393,0.0,0.0,-2.35619468
5783.79736,-3741.47461,-176.299393,0.0,0.0,-2.74889376
5196.5791,-3958.88159,-36.2993889,0.0,0.0,-1.57079646
5411.12012,-3901.90552,-86.2993927,0.0,0.0,1.17809727
5388.58105,-4751.83691,-356.299286,0.0,0.0,-0.785398133
5759.11426,-4866.17822,-156.299316,0.0,0.0,-1.17809727
5933.72168,-4903.5293,-6.29931641,0.0,0.0,-2.74889345
7328.88037,-4599.57471,-6.29931641,0.0,0.0,-1.17809727
7404.16162,-4307.8042,-6.29931641,0.0,0.0,-2.42603484e-08
7245.68408203,-4200.15087891,-26.29931641,0.0,0.0,0.0
7199.91553,-4065.89307,-16.2993164,0.0,0.0,1.57079646
6173.56348,-3553.5896,-36.2993164,0.0,0.0,0.392699263
6265.67675781,-3505.59716797,-6.29931641,0.0,0.0,0.0
6265.67676,-3535.59717,-366.299286,0.0,0.0,-3.14159254
6265.67676,-3685.59717,-556.299255,0.0,0.0,-1.96349536
5962.25977,-3634.93433,-16.2995605,0.0,0.0,1.81533636e-07
6065.69043,-3531.24341,-136.299561,0.0,0.0,-1.96349532
5893.5625,-3622.0769,-76.2995605,0.0,0.0,-1.17809727
5226.43066,-3562.68311,-306.299561,0.0,0.0,-0.785398133
5740.79932,-3906.78052,-16.2995605,0.0,0.0,-0.392699106
7852.29785,-3716.55371,-6.29956055,0.0,0.0,1.57079646
7829.99365,-3609.66113,-6.29956055,0.0,0.0,2.74889374
7795.20605,-3628.2124,-6.29956055,0.0,0.0,-2.35619432
7720.77295,-3562.3269,-26.2995605,0.0,0.0,-1.57079629
7858.14502,-3506.20801,-6.29956055,0.0,0.0,-1.57079629
7914.125,-3749.46021,-6.29956055,0.0,0.0,1.96349555
7923.06543,-3705.6543,-126.299561,0.0,0.0,2.35619464
7824.58301,-3621.19019,-6.29956055,0.0,0.0,-2.42603484e-08
7888.91748,-3684.7002,-6.29956055,0.0,0.0,2.74889374
7523.03223,-3664.98145,-6.29956055,0.0,0.0,1.57079646
6329.18164,-4182.23877,-36.2995872,0.0,0.0,-3.14159254
6239.82666,-4192.50439,-6.29958725,0.0,0.0,7.19430737e-09
6370.72412,-4236.46777,-6.29958725,0.0,0.0,1.57079629
6252.44678,-4218.44336,-2.29958725,0.0,0.0,0.0
6346.02295,-3918.14331,-232.299561,0.0,0.0,-2.35619464
6249.43848,-3955.17114,-162.299561,0.0,0.0,-0.392699263
5215.79248,-3466.37769,-89.5515594,0.0,0.0,-1.57079629
5285.79248,-3636.37769,-329.551544,0.0,0.0,-1.57079629
5789.82568,-3566.02148,-229.551514,0.0,0.0,-0.392699096
5737.74658,-3590.86548,-59.5515137,0.0,0.0,1.17809743
5766.49561,-3635.55737,-49.5515137,0.0,0.0,1.17809743
5796.24072,-3612.68408,-139.551514,0.0,0.0,1.17809743
5736.04541,-3518.66406,-9.55151367,0.0,0.0,-0.785398023
5829.08594,-3570.44116,-129.551514,0.0,0.0,2.35619464
5780.54541,-3571.30615,-219.551514,0.0,0.0,-0.392698907
5729.01807,-3658.5271,-29.5515137,0.0,0.0,1.17809727
5844.42969,-3573.58398,-149.551514,0.0,0.0,3.14159254
5859.70508,-3476.31519,-109.551514,0.0,0.0,-2.3561944
5771.06738,-3532.47656,-149.551514,0.0,0.0,-1.96349532
5711.23291,-3652.0708,-19.5515137,0.0,0.0,0.785398133
5705.03125,-3572.55054,-189.551559,0.0,0.0,-7.19430782e-09
5734.22168,-3604.6897,-9.55155087,0.0,0.0,-1.71626873e-08
5804.43115,-3464.31177,-19.5515518,0.0,0.0,-1.96349536
5829.9585,-3523.34497,-54.9805412,0.0,0.0,-2.3561944
6334.85693,-4217.64209,-63.3014297,0.0,0.0,0.392699075
6353.37598,-4199.92529,-13.3014278,0.0,0.0,-1.57079629
6363.37598,-4229.92529,-3.30142784,0.0,0.0,0.392699065
6322.61475,-4226.09863,-23.3014107,0.0,0.0,0.392699065
6351.13428,-4198.38232,-3.30141044,0.0,0.0,-1.71626873e-08
6430.37305,-4194.55566,-3.30141044,0.0,0.0,-1.71626873e-08
